"id","element_id","Activity_id","obj"
"1068486","364480","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364480, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068487","364481","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": 2.5, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2017-09-11T00:00:00+00:00"", ""elementId"": 364481, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068488","364482","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364482, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -7.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068489","364483","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364483, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 10.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068490","364484","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364484, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 14.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757643","130485","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130485, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757647","130495","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130495, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068491","364485","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364485, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -14.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068492","364486","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364486, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -53.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068493","364487","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364487, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -18.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068494","364488","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364488, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 22.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068495","364489","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364489, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -13.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068496","364490","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364490, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -8.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068497","364491","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364491, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -9.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757652","130505","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130505, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757657","130513","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130513, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068498","364492","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364492, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -12.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068499","364493","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364493, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 12.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068500","364494","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364494, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 31.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068501","364495","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364495, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -46.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068502","364496","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364496, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 7.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068503","364497","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364497, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 4.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068504","364498","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364498, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -49.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068505","364499","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364499, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -34.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757661","130521","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130521, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068506","364500","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364500, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 23.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757669","130502","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130502, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068507","364501","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364501, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -10.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068508","364502","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364502, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 21.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068509","364503","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364503, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -4.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068510","364504","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364504, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 30.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068511","364505","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364505, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 5.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068512","364506","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364506, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 58.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068513","364507","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364507, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -9.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"757673","130510","3459","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2025-09-04T20:56:46.766235"", ""elementId"": 130510, ""activityId"": 3459, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": ""false"", ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": null, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068514","364508","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364508, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 29.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068515","364509","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364509, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 39.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068516","364510","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364510, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -24.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068517","364511","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364511, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": -3.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068518","364512","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364512, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 56.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
"1068519","364513","13029","{""H"": null, ""L"": null, ""W"": null, ""a"": null, ""hDef"": null, ""delta"": null, ""hDepth"": null, ""repair"": false, ""createdAt"": ""2022-07-20T00:00:00+00:00"", ""elementId"": 364513, ""activityId"": 13029, ""defectKind"": null, ""defectType"": null, ""speedFinal"": null, ""controlType"": null, ""rejDeltaCalc"": null, ""deltaRejFinal"": null, ""geometryDefect"": null, ""geometryHeight"": null, ""geometrySquare"": null, ""defectContiguity"": null, ""defectDescription"": null, ""verticalDeviation"": 6.0, ""dataConfidenceLevel"": null, ""horizontalDeviation"": null, ""neighboringElements"": null, ""degradation_rate_defect"": null, ""delaminationOrientation"": null}"
