"id","tank_id","obj_new","activity_type_id","actual_end_date","planned_start_date","activity_status_id"
13595,1140,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13429,,2005-02-17 00:00:00.000,3
13603,1140,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13357,,2007-06-17 00:00:00.000,3
1558,354,"{""id"": 1558, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 354, ""act_cost"": 115.934, ""createdAt"": ""2018-08-10T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""annual"", ""description"": ""контроль образующих стенки"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2018-08-10 00:00:00.000,3
1921,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 121.968, ""createdAt"": ""2017-08-10T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2017-08-10 00:00:00.000,3
1923,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 121.968, ""createdAt"": ""2019-10-23T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2019-10-23 00:00:00.000,3
1476,716,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 716, ""act_cost"": 25.0, ""createdAt"": ""2015-09-19T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2015-09-19 00:00:00.000,3
492,296,"{""id"": 492, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 296, ""act_cost"": 300, ""createdAt"": ""2008-05-04T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""полное техническое обследование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13424,,2008-05-04 00:00:00.000,3
1925,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 1345.0, ""createdAt"": ""2023-10-18T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""техническое диагностирование опасного промобъекта"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2023-10-18 00:00:00.000,3
1915,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 42.462, ""createdAt"": ""2010-07-26T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": "" УЗТ"", ""activityType"": ""overview"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13379,,2010-07-26 00:00:00.000,3
524,326,"{""isPlan"": false, ""status"": null, ""tankId"": 326, ""act_cost"": 95.0, ""createdAt"": ""2022-07-27T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null}",13401,,2022-07-27 00:00:00.000,3
13247,1130,"{""sap_updated_at"": ""22.12.2023 00:00:00""}",13413,2023-12-18 00:00:00.000,2023-12-07 00:00:00.000,3
422,145,"{""id"": 0, ""isPlan"": false, ""status"": null, ""tankId"": 145, ""act_cost"": 38.0, ""createdAt"": ""2003-08-05T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Экспертное техническое диагностирование: оценка на соответствие нормам ПБ, установление возможности, сроков и условий дальнейшей безопасной эксплуатации в соответствии с требованиями НТД"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null}",13357,,2003-08-05 00:00:00.000,3
1478,717,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 717, ""act_cost"": 25.0, ""createdAt"": ""2011-06-14T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2011-06-14 00:00:00.000,3
1479,717,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 717, ""act_cost"": 25.0, ""createdAt"": ""2015-11-20T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2015-11-20 00:00:00.000,3
1729,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 121.968, ""createdAt"": ""2011-09-29T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2011-09-29 00:00:00.000,3
2200,230,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 230, ""act_cost"": 74.0, ""createdAt"": ""2004-06-11T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""ультразвуковая толщинометрия"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2004-06-11 00:00:00.000,3
1480,717,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 717, ""act_cost"": 24.0, ""createdAt"": ""2020-02-12T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""техническое диагностирование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13430,,2020-02-12 00:00:00.000,3
1482,717,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 717, ""act_cost"": 25.0, ""createdAt"": ""2023-04-11T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2023-04-11 00:00:00.000,3
1219,145,"{""id"": 1219, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 145, ""act_cost"": 2432, ""createdAt"": ""2020-11-09T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""определения остаточного ресурса"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2020-11-09 00:00:00.000,3
2169,210,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 210, ""act_cost"": 27.99, ""createdAt"": ""2014-12-22T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Частичное техническое освидетельствование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2014-12-22 00:00:00.000,3
1669,136,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 136, ""act_cost"": 42.75, ""createdAt"": ""2022-05-11T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Заключение ЭПБ"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2022-05-11 00:00:00.000,3
12752,1118,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13379,,2019-11-12 00:00:00.000,3
1690,137,"{""id"": 1690, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 79.506, ""createdAt"": ""2001-07-10T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2001-07-10 00:00:00.000,3
1658,169,"{""id"": 1658, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 169, ""act_cost"": 238.518, ""createdAt"": ""2016-06-21T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Нивелировка, отклонение образующих от вертикали"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2016-06-21 00:00:00.000,3
1698,137,"{""id"": 1698, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 121.968, ""createdAt"": ""2011-03-11T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ, нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2011-03-11 00:00:00.000,3
1662,169,"{""id"": 1662, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 169, ""act_cost"": 238.518, ""createdAt"": ""2021-11-23T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Нивелировка, отклонение образующих от вертикали"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2021-11-23 00:00:00.000,3
1930,781,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 781, ""act_cost"": 42.75, ""createdAt"": ""2019-12-17T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Заключение ЭПБ"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2019-12-17 00:00:00.000,3
13597,1140,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13379,,2017-07-11 00:00:00.000,3
12757,1119,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13379,,2022-10-29 00:00:00.000,3
1485,719,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 719, ""act_cost"": 24.0, ""createdAt"": ""2018-10-23T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""техническое диагностирование"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13430,,2018-10-23 00:00:00.000,3
995,542,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 542, ""act_cost"": 25.0, ""createdAt"": ""2022-04-19T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2022-04-19 00:00:00.000,3
2208,826,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 826, ""act_cost"": 15.0, ""createdAt"": ""2017-06-06T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Целью технического диагностирования является определение технического состояния объекта технического диагнострирования"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2017-06-06 00:00:00.000,3
2210,827,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 827, ""act_cost"": 15.0, ""createdAt"": ""2018-06-06T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""ЧТО"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2018-06-06 00:00:00.000,3
2212,828,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 828, ""act_cost"": 923.0, ""createdAt"": ""2022-02-22T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Экспертиза ПБ"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2022-02-22 00:00:00.000,3
2213,829,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 829, ""act_cost"": 923.0, ""createdAt"": ""2021-05-28T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Экспертиза ПБ"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2021-05-28 00:00:00.000,3
12754,1119,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13429,,2006-07-15 00:00:00.000,3
999,546,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 546, ""act_cost"": 13.35, ""createdAt"": ""2022-07-13T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2022-07-13 00:00:00.000,3
1688,137,"{""id"": 1688, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 79.506, ""createdAt"": ""1997-10-06T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,1997-10-06 00:00:00.000,3
1693,137,"{""id"": 1693, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 79.506, ""createdAt"": ""2006-09-21T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2006-09-21 00:00:00.000,3
1696,137,"{""id"": 1696, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 79.506, ""createdAt"": ""2009-08-28T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2009-08-28 00:00:00.000,3
1699,137,"{""id"": 1699, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 121.968, ""createdAt"": ""2012-06-28T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ, нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2012-06-28 00:00:00.000,3
13498,1139,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": 8.534444840868913, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13429,,2021-11-08 00:00:00.000,3
13890,1131,"{""sap_updated_at"": ""07.10.2025 18:57:58""}",13412,2019-05-01 17:53:10.000,2019-03-19 21:56:27.000,3
1700,137,"{""id"": 1700, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 121.968, ""createdAt"": ""2013-11-05T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ, нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2013-11-05 00:00:00.000,3
12755,1119,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13379,,2012-05-18 00:00:00.000,3
1697,137,"{""id"": 1697, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 42.462, ""createdAt"": ""2010-07-26T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2010-07-26 00:00:00.000,3
1704,137,"{""id"": 1704, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 121.968, ""createdAt"": ""2016-05-27T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ, нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2016-05-27 00:00:00.000,3
2193,145,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 145, ""act_cost"": 2432.0, ""createdAt"": ""2018-12-20T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""Экспертное техническое диагностирование"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2018-12-20 00:00:00.000,3
1513,552,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 552, ""act_cost"": 25.0, ""createdAt"": ""2019-12-12T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2019-12-12 00:00:00.000,3
2181,376,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 376, ""act_cost"": 124.22, ""createdAt"": ""2016-03-22T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Нивелировка, измерение отклонений образующих от вертикали"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2016-03-22 00:00:00.000,3
2157,823,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 823, ""act_cost"": 22.11, ""createdAt"": ""2019-10-09T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""ТД"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13430,,2019-10-09 00:00:00.000,3
2158,823,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 823, ""act_cost"": 22.11, ""createdAt"": ""2020-01-20T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Технический отчет о выявленных дефектах"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13430,,2020-01-20 00:00:00.000,3
1718,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 70.0, ""createdAt"": ""2015-09-25T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2015-09-25 00:00:00.000,3
13891,1131,"{""sap_updated_at"": ""07.10.2025 18:51:31""}",13412,2019-06-05 17:53:10.000,2018-05-29 21:50:14.000,3
11866,1094,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13429,,2008-08-15 00:00:00.000,3
1929,781,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 781, ""act_cost"": 42.75, ""createdAt"": ""2015-05-19T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""Заключение ЭПБ"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2015-05-19 00:00:00.000,3
1724,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 79.506, ""createdAt"": ""2006-08-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2006-08-01 00:00:00.000,3
1710,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 20.0, ""createdAt"": ""2006-08-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2006-08-01 00:00:00.000,3
1711,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 20.0, ""createdAt"": ""2007-05-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2007-05-15 00:00:00.000,3
1713,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 20.0, ""createdAt"": ""2009-08-28T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2009-08-28 00:00:00.000,3
13892,1131,"{""sap_updated_at"": ""07.10.2025 19:04:21""}",13412,2021-11-23 17:53:10.000,2022-11-21 22:03:41.000,3
1720,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 70.0, ""createdAt"": ""2017-08-10T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2017-08-10 00:00:00.000,3
1723,131,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 131, ""act_cost"": 100.0, ""createdAt"": ""2021-11-10T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""техническое диагностирование опасного промобъекта"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2021-11-10 00:00:00.000,3
12756,1119,"{""by_RBI"": false, ""status"": null, ""is_plan"": false, ""annualCost"": null, ""annualRisk"": null, ""riskLevelPaper"": null, ""activity_status"": null, ""riskTargetValue"": null, ""tankNewDataDate"": null}",13379,,2013-05-11 00:00:00.000,3
1707,137,"{""id"": 1707, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 121.968, ""createdAt"": ""2019-08-05T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ, нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2019-08-05 00:00:00.000,3
1725,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 79.506, ""createdAt"": ""2007-05-15T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2007-05-15 00:00:00.000,3
1387,701,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 701, ""act_cost"": 2450.87, ""createdAt"": ""2001-08-01T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""full"", ""description"": ""Обследование РВС"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13424,,2001-08-01 00:00:00.000,3
1467,541,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 541, ""act_cost"": 25.0, ""createdAt"": ""2009-08-02T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""condition-based"", ""description"": ""экспертиза промышленной безопаности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2009-08-02 00:00:00.000,3
1706,137,"{""id"": 1706, ""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 137, ""act_cost"": 42.462, ""createdAt"": ""2018-08-14T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2018-08-14 00:00:00.000,3
1726,132,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 132, ""act_cost"": 121.968, ""createdAt"": ""2008-05-29T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""нивелировка и УЗТ"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13357,,2008-05-29 00:00:00.000,3
423,145,"{""id"": 0, ""isPlan"": false, ""status"": null, ""tankId"": 145, ""act_cost"": 38.0, ""createdAt"": ""2008-08-16T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""Экспертное техническое диагностирование: оценка на соответствие нормам ПБ, установление возможности, сроков и условий дальнейшей безопасной эксплуатации в соответствии с требованиями НТД"", ""activityType"": ""diagnosis"", ""riskLevelPaper"": null}",13357,,2008-08-16 00:00:00.000,3
1492,721,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 721, ""act_cost"": 25.0, ""createdAt"": ""2021-03-22T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2021-03-22 00:00:00.000,3
1494,722,"{""by_RBI"": false, ""isPlan"": false, ""status"": null, ""tankId"": 722, ""act_cost"": 25.0, ""createdAt"": ""2018-05-30T00:00:00"", ""annualCost"": null, ""annualRisk"": null, ""act_subtype"": ""partial"", ""description"": ""экспертиза промышленной безопасности"", ""activityType"": ""industrial safety expertise"", ""riskLevelPaper"": null, ""tankNewDataDate"": null}",13401,,2018-05-30 00:00:00.000,3
